date,neighborhood,city,cases
2020-03-27,Montebello,City of Montebello,2
2020-03-10,Montecito Heights,NA,NA
2020-03-11,Montecito Heights,NA,NA
2020-03-12,Montecito Heights,NA,NA
2020-03-13,Montecito Heights,NA,NA
2020-03-14,Montecito Heights,NA,NA
2020-03-15,Montecito Heights,NA,NA
2020-03-16,Montecito Heights,NA,NA
2020-03-17,Montecito Heights,NA,NA
2020-03-18,Montecito Heights,NA,NA
2020-03-19,Montecito Heights,NA,NA
2020-03-20,Montecito Heights,NA,NA
2020-03-21,Montecito Heights,NA,NA
2020-03-22,Montecito Heights,NA,NA
2020-03-23,Montecito Heights,NA,NA
2020-03-24,Montecito Heights,NA,NA
2020-03-25,Montecito Heights,NA,NA
2020-03-26,Montecito Heights,NA,NA
2020-03-27,Montecito Heights,NA,NA
2020-03-10,Monterey Park,NA,NA
2020-03-11,Monterey Park,NA,NA
2020-03-12,Monterey Park,NA,NA
2020-03-13,Monterey Park,NA,NA
2020-03-14,Monterey Park,NA,NA
2020-03-15,Monterey Park,NA,NA
2020-03-16,Monterey Park,NA,NA
2020-03-17,Monterey Park,Monterey Park,1
2020-03-18,Monterey Park,Monterey Park --,2
2020-03-19,Monterey Park,Monterey Park --,2
2020-03-20,Monterey Park,Monterey Park --,2
2020-03-21,Monterey Park,Monterey Park,3
2020-03-22,Monterey Park,Monterey Park,3
2020-03-23,Monterey Park,Monterey Park,3
2020-03-24,Monterey Park,Monterey Park,3
2020-03-25,Monterey Park,Monterey Park,4
2020-03-26,Monterey Park,Monterey Park,4
2020-03-27,Monterey Park,City of Monterey Park,4
2020-03-10,Mount Washington,NA,NA
2020-03-11,Mount Washington,NA,NA
2020-03-12,Mount Washington,NA,NA
2020-03-13,Mount Washington,NA,NA
2020-03-14,Mount Washington,NA,NA
2020-03-15,Mount Washington,NA,NA
2020-03-16,Mount Washington,NA,NA
2020-03-17,Mount Washington,NA,NA
2020-03-18,Mount Washington,NA,NA
2020-03-19,Mount Washington,NA,NA
2020-03-20,Mount Washington,NA,NA
2020-03-21,Mount Washington,NA,NA
2020-03-22,Mount Washington,NA,NA
2020-03-23,Mount Washington,NA,NA
2020-03-24,Mount Washington,NA,NA
2020-03-25,Mount Washington,NA,NA
2020-03-26,Mount Washington,NA,NA
2020-03-27,Mount Washington,NA,NA
2020-03-10,North El Monte,NA,NA
2020-03-11,North El Monte,NA,NA
2020-03-12,North El Monte,NA,NA
2020-03-13,North El Monte,NA,NA
2020-03-14,North El Monte,NA,NA
2020-03-15,North El Monte,NA,NA
2020-03-16,North El Monte,NA,NA
2020-03-17,North El Monte,NA,NA
2020-03-18,North El Monte,NA,NA
2020-03-19,North El Monte,NA,NA
2020-03-20,North El Monte,NA,NA
2020-03-21,North El Monte,NA,NA
2020-03-22,North El Monte,NA,NA
2020-03-23,North El Monte,NA,NA
2020-03-24,North El Monte,NA,NA
2020-03-25,North El Monte,NA,NA
2020-03-26,North El Monte,NA,NA
2020-03-27,North El Monte,NA,NA
2020-03-10,North Hills,NA,NA
2020-03-11,North Hills,NA,NA
2020-03-12,North Hills,NA,NA
2020-03-13,North Hills,NA,NA
2020-03-14,North Hills,NA,NA
2020-03-15,North Hills,NA,NA
2020-03-16,North Hills,NA,NA
2020-03-17,North Hills,NA,NA
2020-03-18,North Hills,NA,NA
2020-03-19,North Hills,NA,NA
2020-03-20,North Hills,NA,NA
2020-03-21,North Hills,NA,NA
2020-03-22,North Hills,NA,NA
2020-03-23,North Hills,NA,NA
2020-03-24,North Hills,NA,NA
2020-03-25,North Hills,NA,NA
2020-03-26,North Hills,North Hills,1
2020-03-27,North Hills,Los Angeles,1
2020-03-10,North Hollywood,NA,NA
2020-03-11,North Hollywood,NA,NA
2020-03-12,North Hollywood,NA,NA
2020-03-13,North Hollywood,NA,NA
2020-03-14,North Hollywood,NA,NA
2020-03-15,North Hollywood,NA,NA
2020-03-16,North Hollywood,NA,NA
2020-03-17,North Hollywood,North Hollywood --,1
2020-03-18,North Hollywood,Los Angeles,2
2020-03-19,North Hollywood,North Hollywood --,3
2020-03-20,North Hollywood,North Hollywood --,5
2020-03-21,North Hollywood,North Hollywood,5
2020-03-22,North Hollywood,North Hollywood,5
2020-03-23,North Hollywood,North Hollywood,9
2020-03-24,North Hollywood,North Hollywood,10
2020-03-25,North Hollywood,North Hollywood,11
2020-03-26,North Hollywood,North Hollywood,15
2020-03-27,North Hollywood,Los Angeles,18
2020-03-10,North Whittier,NA,NA
2020-03-11,North Whittier,NA,NA
2020-03-12,North Whittier,NA,NA
2020-03-13,North Whittier,NA,NA
2020-03-14,North Whittier,NA,NA
2020-03-15,North Whittier,NA,NA
2020-03-16,North Whittier,NA,NA
2020-03-17,North Whittier,NA,NA
2020-03-18,North Whittier,NA,NA
2020-03-19,North Whittier,NA,NA
2020-03-20,North Whittier,NA,NA
2020-03-21,North Whittier,NA,NA
2020-03-22,North Whittier,NA,NA
2020-03-23,North Whittier,NA,NA
2020-03-24,North Whittier,NA,NA
2020-03-25,North Whittier,NA,NA
2020-03-26,North Whittier,NA,NA
2020-03-27,North Whittier,Unincorporated,0
2020-03-10,Northeast Antelope Valley,NA,NA
2020-03-11,Northeast Antelope Valley,NA,NA
2020-03-12,Northeast Antelope Valley,NA,NA
2020-03-13,Northeast Antelope Valley,NA,NA
2020-03-14,Northeast Antelope Valley,NA,NA
2020-03-15,Northeast Antelope Valley,NA,NA
2020-03-16,Northeast Antelope Valley,NA,NA
2020-03-17,Northeast Antelope Valley,NA,NA
2020-03-18,Northeast Antelope Valley,NA,NA
2020-03-19,Northeast Antelope Valley,NA,NA
2020-03-20,Northeast Antelope Valley,NA,NA
2020-03-21,Northeast Antelope Valley,NA,NA
2020-03-22,Northeast Antelope Valley,NA,NA
2020-03-23,Northeast Antelope Valley,NA,NA
2020-03-24,Northeast Antelope Valley,NA,NA
2020-03-25,Northeast Antelope Valley,NA,NA
2020-03-26,Northeast Antelope Valley,NA,NA
2020-03-27,Northeast Antelope Valley,NA,NA
2020-03-10,Northridge,NA,NA
2020-03-11,Northridge,NA,NA
2020-03-12,Northridge,NA,NA
2020-03-13,Northridge,NA,NA
2020-03-14,Northridge,NA,NA
2020-03-15,Northridge,NA,NA
2020-03-16,Northridge,NA,NA
2020-03-17,Northridge,Northridge,1
2020-03-18,Northridge,Los Angeles,1
2020-03-19,Northridge,Northridge --,1
2020-03-20,Northridge,Northridge --,1
2020-03-21,Northridge,Northridge,1
2020-03-22,Northridge,Northridge,1
2020-03-23,Northridge,Northridge,1
2020-03-24,Northridge,Northridge,2
2020-03-25,Northridge,Northridge,2
2020-03-26,Northridge,Northridge,4
2020-03-27,Northridge,Los Angeles,7
2020-03-10,Northwest Antelope Valley,NA,NA
2020-03-11,Northwest Antelope Valley,NA,NA
2020-03-12,Northwest Antelope Valley,NA,NA
2020-03-13,Northwest Antelope Valley,NA,NA
2020-03-14,Northwest Antelope Valley,NA,NA
2020-03-15,Northwest Antelope Valley,NA,NA
2020-03-16,Northwest Antelope Valley,NA,NA
2020-03-17,Northwest Antelope Valley,NA,NA
2020-03-18,Northwest Antelope Valley,NA,NA
2020-03-19,Northwest Antelope Valley,NA,NA
2020-03-20,Northwest Antelope Valley,NA,NA
2020-03-21,Northwest Antelope Valley,NA,NA
2020-03-22,Northwest Antelope Valley,NA,NA
2020-03-23,Northwest Antelope Valley,NA,NA
2020-03-24,Northwest Antelope Valley,NA,NA
2020-03-25,Northwest Antelope Valley,NA,NA
2020-03-26,Northwest Antelope Valley,NA,NA
2020-03-27,Northwest Antelope Valley,NA,NA
2020-03-10,Northwest Palmdale,NA,NA
2020-03-11,Northwest Palmdale,NA,NA
2020-03-12,Northwest Palmdale,NA,NA
2020-03-13,Northwest Palmdale,NA,NA
2020-03-14,Northwest Palmdale,NA,NA
2020-03-15,Northwest Palmdale,NA,NA
2020-03-16,Northwest Palmdale,NA,NA
2020-03-17,Northwest Palmdale,NA,NA
2020-03-18,Northwest Palmdale,NA,NA
2020-03-19,Northwest Palmdale,NA,NA
2020-03-20,Northwest Palmdale,NA,NA
2020-03-21,Northwest Palmdale,NA,NA
2020-03-22,Northwest Palmdale,NA,NA
2020-03-23,Northwest Palmdale,NA,NA
2020-03-24,Northwest Palmdale,NA,NA
2020-03-25,Northwest Palmdale,NA,NA
2020-03-26,Northwest Palmdale,NA,NA
2020-03-27,Northwest Palmdale,NA,NA
2020-03-10,Norwalk,NA,NA
2020-03-11,Norwalk,NA,NA
2020-03-12,Norwalk,NA,NA
2020-03-13,Norwalk,NA,NA
2020-03-14,Norwalk,NA,NA
2020-03-15,Norwalk,NA,NA
2020-03-16,Norwalk,NA,NA
2020-03-17,Norwalk,NA,NA
2020-03-18,Norwalk,NA,NA
2020-03-19,Norwalk,NA,NA
2020-03-20,Norwalk,NA,NA
2020-03-21,Norwalk,NA,NA
2020-03-22,Norwalk,NA,NA
2020-03-23,Norwalk,NA,NA
2020-03-24,Norwalk,Norwalk,1
2020-03-25,Norwalk,Norwalk,2
2020-03-26,Norwalk,Norwalk,9
2020-03-27,Norwalk,City of Norwalk,9
2020-03-10,Pacific Palisades,NA,NA
2020-03-11,Pacific Palisades,NA,NA
2020-03-12,Pacific Palisades,NA,NA
2020-03-13,Pacific Palisades,NA,NA
2020-03-14,Pacific Palisades,NA,NA
2020-03-15,Pacific Palisades,NA,NA
2020-03-16,Pacific Palisades,NA,NA
2020-03-17,Pacific Palisades,NA,NA
2020-03-18,Pacific Palisades,NA,NA
2020-03-19,Pacific Palisades,Pacific Palisades --,5
2020-03-20,Pacific Palisades,Pacific Palisades,6
2020-03-21,Pacific Palisades,Pacific Palisades,7
2020-03-22,Pacific Palisades,Pacific Palisades,7
2020-03-23,Pacific Palisades,Pacific Palisades,8
2020-03-24,Pacific Palisades,Pacific Palisades,9
2020-03-25,Pacific Palisades,Pacific Palisades,9
2020-03-26,Pacific Palisades,Pacific Palisades*,12
2020-03-27,Pacific Palisades,Los Angeles,10
2020-03-10,Pacoima,NA,NA
2020-03-11,Pacoima,NA,NA
2020-03-12,Pacoima,NA,NA
2020-03-13,Pacoima,NA,NA
2020-03-14,Pacoima,NA,NA
2020-03-15,Pacoima,NA,NA
2020-03-16,Pacoima,NA,NA
2020-03-17,Pacoima,NA,NA
2020-03-18,Pacoima,NA,NA
2020-03-19,Pacoima,NA,NA
2020-03-20,Pacoima,NA,NA
2020-03-21,Pacoima,NA,NA
2020-03-22,Pacoima,NA,NA
2020-03-23,Pacoima,NA,NA
2020-03-24,Pacoima,NA,NA
2020-03-25,Pacoima,NA,NA
2020-03-26,Pacoima,Pacoima,1
2020-03-27,Pacoima,Los Angeles,2
2020-03-10,Palmdale,NA,NA
2020-03-11,Palmdale,NA,NA
2020-03-12,Palmdale,NA,NA
2020-03-13,Palmdale,NA,NA
2020-03-14,Palmdale,NA,NA
2020-03-15,Palmdale,NA,NA
2020-03-16,Palmdale,NA,NA
2020-03-17,Palmdale,NA,NA
2020-03-18,Palmdale,NA,NA
2020-03-19,Palmdale,NA,NA
2020-03-20,Palmdale,NA,NA
2020-03-21,Palmdale,NA,NA
2020-03-22,Palmdale,NA,NA
2020-03-23,Palmdale,Palmdale,1
2020-03-24,Palmdale,Palmdale,2
2020-03-25,Palmdale,Palmdale,2
2020-03-26,Palmdale,Palmdale,2
2020-03-27,Palmdale,City of Palmdale,4
2020-03-27,Palmdale,Unincorporated,0
2020-03-10,Palms,NA,NA
2020-03-11,Palms,NA,NA
2020-03-12,Palms,NA,NA
2020-03-13,Palms,NA,NA
2020-03-14,Palms,NA,NA
2020-03-15,Palms,NA,NA
2020-03-16,Palms,NA,NA
2020-03-17,Palms,NA,NA
2020-03-18,Palms,NA,NA
2020-03-19,Palms,NA,NA
2020-03-20,Palms,Palms --,1
2020-03-21,Palms,Palms,1
2020-03-22,Palms,Palms,1
2020-03-23,Palms,Palms,2
2020-03-24,Palms,Palms,6
2020-03-25,Palms,Palms,8
2020-03-26,Palms,Palms,10
2020-03-27,Palms,Los Angeles,12
2020-03-10,Palos Verdes Estates,NA,NA
2020-03-11,Palos Verdes Estates,NA,NA
2020-03-12,Palos Verdes Estates,NA,NA
2020-03-13,Palos Verdes Estates,NA,NA
2020-03-14,Palos Verdes Estates,NA,NA
2020-03-15,Palos Verdes Estates,NA,NA
2020-03-16,Palos Verdes Estates,NA,NA
2020-03-17,Palos Verdes Estates,NA,NA
2020-03-18,Palos Verdes Estates,NA,NA
2020-03-19,Palos Verdes Estates,NA,NA
2020-03-20,Palos Verdes Estates,NA,NA
2020-03-21,Palos Verdes Estates,NA,NA
2020-03-22,Palos Verdes Estates,NA,NA
2020-03-23,Palos Verdes Estates,NA,NA
2020-03-24,Palos Verdes Estates,NA,NA
2020-03-25,Palos Verdes Estates,NA,NA
2020-03-26,Palos Verdes Estates,NA,NA
2020-03-27,Palos Verdes Estates,City of Palos Verdes Estates,12
2020-03-10,Panorama City,NA,NA
2020-03-11,Panorama City,NA,NA
2020-03-12,Panorama City,NA,NA
2020-03-13,Panorama City,NA,NA
2020-03-14,Panorama City,NA,NA
2020-03-15,Panorama City,NA,NA
2020-03-16,Panorama City,NA,NA
2020-03-17,Panorama City,NA,NA
2020-03-18,Panorama City,NA,NA
2020-03-19,Panorama City,NA,NA
2020-03-20,Panorama City,NA,NA
2020-03-21,Panorama City,NA,NA
2020-03-22,Panorama City,NA,NA
2020-03-23,Panorama City,NA,NA
2020-03-24,Panorama City,NA,NA
2020-03-25,Panorama City,Panorama City,1
2020-03-26,Panorama City,Panorama City,4
2020-03-27,Panorama City,Los Angeles,4
2020-03-10,Paramount,NA,NA
2020-03-11,Paramount,NA,NA
2020-03-12,Paramount,NA,NA
2020-03-13,Paramount,NA,NA
2020-03-14,Paramount,NA,NA
2020-03-15,Paramount,NA,NA
2020-03-16,Paramount,NA,NA
2020-03-17,Paramount,NA,NA
2020-03-18,Paramount,NA,NA
2020-03-19,Paramount,NA,NA
2020-03-20,Paramount,NA,NA
2020-03-21,Paramount,NA,NA
2020-03-22,Paramount,Paramount,1
2020-03-23,Paramount,Paramount,2
2020-03-24,Paramount,Paramount,2
2020-03-25,Paramount,Paramount,3
2020-03-26,Paramount,Paramount,4
2020-03-27,Paramount,City of Paramount,5
2020-03-10,Pasadena,NA,NA
2020-03-11,Pasadena,NA,NA
2020-03-12,Pasadena,NA,NA
2020-03-13,Pasadena,NA,NA
2020-03-14,Pasadena,NA,NA
2020-03-15,Pasadena,NA,NA
2020-03-16,Pasadena,NA,NA
2020-03-17,Pasadena,Pasadena,2
2020-03-18,Pasadena,Pasadena,2
2020-03-19,Pasadena,Pasadena,2
2020-03-20,Pasadena,Pasadena,2
2020-03-21,Pasadena,Pasadena,3
2020-03-22,Pasadena,Pasadena,3
2020-03-23,Pasadena,Pasadena,3
2020-03-24,Pasadena,Pasadena,6
2020-03-25,Pasadena,Pasadena,7
2020-03-26,Pasadena,Pasadena,9
2020-03-27,Pasadena,Pasadena,9
2020-03-27,Pasadena,City of Pasadena,0
2020-03-10,Pico Rivera,NA,NA
2020-03-11,Pico Rivera,NA,NA
2020-03-12,Pico Rivera,NA,NA
2020-03-13,Pico Rivera,NA,NA
2020-03-14,Pico Rivera,NA,NA
2020-03-15,Pico Rivera,NA,NA
2020-03-16,Pico Rivera,NA,NA
2020-03-17,Pico Rivera,NA,NA
2020-03-18,Pico Rivera,NA,NA
2020-03-19,Pico Rivera,NA,NA
2020-03-20,Pico Rivera,NA,NA
2020-03-21,Pico Rivera,NA,NA
2020-03-22,Pico Rivera,NA,NA
2020-03-23,Pico Rivera,NA,NA
2020-03-24,Pico Rivera,Pico Rivera,1
2020-03-25,Pico Rivera,Pico Rivera,1
2020-03-26,Pico Rivera,Pico Rivera,2
2020-03-27,Pico Rivera,City of Pico Rivera,2
2020-03-10,Pico-Robertson,NA,NA
2020-03-11,Pico-Robertson,NA,NA
2020-03-12,Pico-Robertson,NA,NA
2020-03-13,Pico-Robertson,NA,NA
2020-03-14,Pico-Robertson,NA,NA
2020-03-15,Pico-Robertson,NA,NA
2020-03-16,Pico-Robertson,NA,NA
2020-03-17,Pico-Robertson,NA,NA
2020-03-18,Pico-Robertson,NA,NA
2020-03-19,Pico-Robertson,NA,NA
2020-03-20,Pico-Robertson,NA,NA
2020-03-21,Pico-Robertson,NA,NA
2020-03-22,Pico-Robertson,NA,NA
2020-03-23,Pico-Robertson,NA,NA
2020-03-24,Pico-Robertson,NA,NA
2020-03-25,Pico-Robertson,NA,NA
2020-03-26,Pico-Robertson,NA,NA
2020-03-27,Pico-Robertson,NA,NA
2020-03-10,Pico-Union,NA,NA
2020-03-11,Pico-Union,NA,NA
2020-03-12,Pico-Union,NA,NA
2020-03-13,Pico-Union,NA,NA
2020-03-14,Pico-Union,NA,NA
2020-03-15,Pico-Union,NA,NA
2020-03-16,Pico-Union,NA,NA
2020-03-17,Pico-Union,NA,NA
2020-03-18,Pico-Union,NA,NA
2020-03-19,Pico-Union,NA,NA
2020-03-20,Pico-Union,NA,NA
2020-03-21,Pico-Union,NA,NA
2020-03-22,Pico-Union,NA,NA
2020-03-23,Pico-Union,NA,NA
2020-03-24,Pico-Union,NA,NA
2020-03-25,Pico-Union,NA,NA
2020-03-26,Pico-Union,NA,NA
2020-03-27,Pico-Union,Los Angeles,5
2020-03-10,Playa del Rey,NA,NA
2020-03-11,Playa del Rey,NA,NA
2020-03-12,Playa del Rey,NA,NA
2020-03-13,Playa del Rey,NA,NA
2020-03-14,Playa del Rey,NA,NA
2020-03-15,Playa del Rey,NA,NA
2020-03-16,Playa del Rey,NA,NA
2020-03-17,Playa del Rey,NA,NA
2020-03-18,Playa del Rey,NA,NA
2020-03-19,Playa del Rey,NA,NA
2020-03-20,Playa del Rey,NA,NA
2020-03-21,Playa del Rey,NA,NA
2020-03-22,Playa del Rey,NA,NA
2020-03-23,Playa del Rey,NA,NA
2020-03-24,Playa del Rey,NA,NA
2020-03-25,Playa del Rey,NA,NA
2020-03-26,Playa del Rey,NA,NA
2020-03-27,Playa del Rey,NA,NA
2020-03-10,Playa Vista,NA,NA
2020-03-11,Playa Vista,NA,NA
2020-03-12,Playa Vista,NA,NA
2020-03-13,Playa Vista,NA,NA
2020-03-14,Playa Vista,NA,NA
2020-03-15,Playa Vista,NA,NA
2020-03-16,Playa Vista,NA,NA
2020-03-17,Playa Vista,NA,NA
2020-03-18,Playa Vista,NA,NA
2020-03-19,Playa Vista,Playa Vista,1
2020-03-20,Playa Vista,Playa Vista --,1
2020-03-21,Playa Vista,Playa Vista,2
2020-03-22,Playa Vista,Playa Vista,2
2020-03-23,Playa Vista,Playa Vista,3
2020-03-24,Playa Vista,Playa Vista,4
2020-03-25,Playa Vista,Playa Vista,5
2020-03-26,Playa Vista,Playa Vista*,8
2020-03-27,Playa Vista,Los Angeles,5
2020-03-10,Pomona,NA,NA
2020-03-11,Pomona,NA,NA
2020-03-12,Pomona,NA,NA
2020-03-13,Pomona,NA,NA
2020-03-14,Pomona,NA,NA
2020-03-15,Pomona,NA,NA
2020-03-16,Pomona,NA,NA
2020-03-17,Pomona,NA,NA
2020-03-18,Pomona,NA,NA
2020-03-19,Pomona,NA,NA
2020-03-20,Pomona,NA,NA
2020-03-21,Pomona,NA,NA
2020-03-22,Pomona,NA,NA
2020-03-23,Pomona,NA,NA
2020-03-24,Pomona,NA,NA
2020-03-25,Pomona,Pomona,1
2020-03-26,Pomona,Pomona*,3
2020-03-27,Pomona,City of Pomona,4
2020-03-27,Pomona,Unincorporated,0
2020-03-10,Porter Ranch,NA,NA
2020-03-11,Porter Ranch,NA,NA
2020-03-12,Porter Ranch,NA,NA
2020-03-13,Porter Ranch,NA,NA
2020-03-14,Porter Ranch,NA,NA
2020-03-15,Porter Ranch,NA,NA
2020-03-16,Porter Ranch,NA,NA
2020-03-17,Porter Ranch,NA,NA
2020-03-18,Porter Ranch,NA,NA
2020-03-19,Porter Ranch,NA,NA
2020-03-20,Porter Ranch,NA,NA
2020-03-21,Porter Ranch,NA,NA
2020-03-22,Porter Ranch,NA,NA
2020-03-23,Porter Ranch,NA,NA
2020-03-24,Porter Ranch,Porter Ranch,1
2020-03-25,Porter Ranch,Porter Ranch,1
2020-03-26,Porter Ranch,Porter Ranch,2
2020-03-27,Porter Ranch,Los Angeles,2
2020-03-10,Quartz Hill,NA,NA
2020-03-11,Quartz Hill,NA,NA
2020-03-12,Quartz Hill,NA,NA
2020-03-13,Quartz Hill,NA,NA
2020-03-14,Quartz Hill,NA,NA
2020-03-15,Quartz Hill,NA,NA
2020-03-16,Quartz Hill,NA,NA
2020-03-17,Quartz Hill,NA,NA
2020-03-18,Quartz Hill,NA,NA
2020-03-19,Quartz Hill,NA,NA
2020-03-20,Quartz Hill,NA,NA
2020-03-21,Quartz Hill,NA,NA
2020-03-22,Quartz Hill,NA,NA
2020-03-23,Quartz Hill,NA,NA
2020-03-24,Quartz Hill,NA,NA
2020-03-25,Quartz Hill,NA,NA
2020-03-26,Quartz Hill,NA,NA
2020-03-27,Quartz Hill,Unincorporated,0
2020-03-10,Ramona,NA,NA
2020-03-11,Ramona,NA,NA
2020-03-12,Ramona,NA,NA
2020-03-13,Ramona,NA,NA
2020-03-14,Ramona,NA,NA
2020-03-15,Ramona,NA,NA
2020-03-16,Ramona,NA,NA
2020-03-17,Ramona,NA,NA
2020-03-18,Ramona,NA,NA
2020-03-19,Ramona,NA,NA
2020-03-20,Ramona,NA,NA
2020-03-21,Ramona,NA,NA
2020-03-22,Ramona,NA,NA
2020-03-23,Ramona,NA,NA
2020-03-24,Ramona,NA,NA
2020-03-25,Ramona,NA,NA
2020-03-26,Ramona,NA,NA
2020-03-27,Ramona,NA,NA
2020-03-10,Rancho Dominguez,NA,NA
2020-03-11,Rancho Dominguez,NA,NA
2020-03-12,Rancho Dominguez,NA,NA
2020-03-13,Rancho Dominguez,NA,NA
2020-03-14,Rancho Dominguez,NA,NA
2020-03-15,Rancho Dominguez,NA,NA
2020-03-16,Rancho Dominguez,NA,NA
2020-03-17,Rancho Dominguez,NA,NA
2020-03-18,Rancho Dominguez,NA,NA
2020-03-19,Rancho Dominguez,NA,NA
2020-03-20,Rancho Dominguez,NA,NA
2020-03-21,Rancho Dominguez,NA,NA
2020-03-22,Rancho Dominguez,NA,NA
2020-03-23,Rancho Dominguez,NA,NA
2020-03-24,Rancho Dominguez,NA,NA
2020-03-25,Rancho Dominguez,NA,NA
2020-03-26,Rancho Dominguez,NA,NA
2020-03-27,Rancho Dominguez,Unincorporated,0
2020-03-10,Rancho Palos Verdes,NA,NA
2020-03-11,Rancho Palos Verdes,NA,NA
2020-03-12,Rancho Palos Verdes,NA,NA
2020-03-13,Rancho Palos Verdes,NA,NA
2020-03-14,Rancho Palos Verdes,NA,NA
2020-03-15,Rancho Palos Verdes,NA,NA
2020-03-16,Rancho Palos Verdes,NA,NA
2020-03-17,Rancho Palos Verdes,NA,NA
2020-03-18,Rancho Palos Verdes,NA,NA
2020-03-19,Rancho Palos Verdes,NA,NA
2020-03-20,Rancho Palos Verdes,NA,NA
2020-03-21,Rancho Palos Verdes,NA,NA
2020-03-22,Rancho Palos Verdes,Rancho Palos Verdes,1
2020-03-23,Rancho Palos Verdes,Rancho Palos Verdes,1
2020-03-24,Rancho Palos Verdes,Rancho Palos Verdes,3
2020-03-25,Rancho Palos Verdes,Rancho Palos Verdes,5
2020-03-26,Rancho Palos Verdes,Rancho Palos Verdes,6
2020-03-27,Rancho Palos Verdes,City of Rancho Palos Verdes,7
2020-03-10,Rancho Park,NA,NA
2020-03-11,Rancho Park,NA,NA
2020-03-12,Rancho Park,NA,NA
2020-03-13,Rancho Park,NA,NA
2020-03-14,Rancho Park,NA,NA
2020-03-15,Rancho Park,NA,NA
2020-03-16,Rancho Park,NA,NA
2020-03-17,Rancho Park,NA,NA
2020-03-18,Rancho Park,NA,NA
2020-03-19,Rancho Park,NA,NA
2020-03-20,Rancho Park,NA,NA
2020-03-21,Rancho Park,NA,NA
2020-03-22,Rancho Park,NA,NA
2020-03-23,Rancho Park,NA,NA
2020-03-24,Rancho Park,NA,NA
2020-03-25,Rancho Park,NA,NA
2020-03-26,Rancho Park,NA,NA
2020-03-27,Rancho Park,NA,NA
2020-03-10,Redondo Beach,NA,NA
2020-03-11,Redondo Beach,NA,NA
2020-03-12,Redondo Beach,NA,NA
2020-03-13,Redondo Beach,NA,NA
2020-03-14,Redondo Beach,NA,NA
2020-03-15,Redondo Beach,NA,NA
2020-03-16,Redondo Beach,NA,NA
2020-03-17,Redondo Beach,NA,NA
2020-03-18,Redondo Beach,NA,NA
2020-03-19,Redondo Beach,NA,NA
2020-03-20,Redondo Beach,Redondo Beach --,1
2020-03-21,Redondo Beach,Redondo Beach,2
2020-03-22,Redondo Beach,Redondo Beach,4
2020-03-23,Redondo Beach,Redondo Beach,5
2020-03-24,Redondo Beach,Redondo Beach,7
2020-03-25,Redondo Beach,Redondo Beach,9
2020-03-26,Redondo Beach,Redondo Beach,20
2020-03-27,Redondo Beach,City of Redondo Beach,23
2020-03-10,Reseda,NA,NA
2020-03-11,Reseda,NA,NA
2020-03-12,Reseda,NA,NA
2020-03-13,Reseda,NA,NA
2020-03-14,Reseda,NA,NA
2020-03-15,Reseda,NA,NA
2020-03-16,Reseda,NA,NA
2020-03-17,Reseda,Reseda,1
2020-03-18,Reseda,Los Angeles,1
2020-03-19,Reseda,Reseda --,1
2020-03-20,Reseda,Reseda --,2
2020-03-21,Reseda,Reseda,3
2020-03-22,Reseda,Reseda,2
2020-03-23,Reseda,Reseda,3
2020-03-24,Reseda,Reseda,4
2020-03-25,Reseda,Reseda,5
2020-03-26,Reseda,Reseda,8
2020-03-27,Reseda,Los Angeles,8
2020-03-10,Ridge Route,NA,NA
2020-03-11,Ridge Route,NA,NA
2020-03-12,Ridge Route,NA,NA
2020-03-13,Ridge Route,NA,NA
2020-03-14,Ridge Route,NA,NA
2020-03-15,Ridge Route,NA,NA
2020-03-16,Ridge Route,NA,NA
2020-03-17,Ridge Route,NA,NA
2020-03-18,Ridge Route,NA,NA
2020-03-19,Ridge Route,NA,NA
2020-03-20,Ridge Route,NA,NA
2020-03-21,Ridge Route,NA,NA
2020-03-22,Ridge Route,NA,NA
2020-03-23,Ridge Route,NA,NA
2020-03-24,Ridge Route,NA,NA
2020-03-25,Ridge Route,NA,NA
2020-03-26,Ridge Route,NA,NA
2020-03-27,Ridge Route,NA,NA
2020-03-10,Rolling Hills,NA,NA
2020-03-11,Rolling Hills,NA,NA
2020-03-12,Rolling Hills,NA,NA
2020-03-13,Rolling Hills,NA,NA
2020-03-14,Rolling Hills,NA,NA
2020-03-15,Rolling Hills,NA,NA
2020-03-16,Rolling Hills,NA,NA
2020-03-17,Rolling Hills,NA,NA
2020-03-18,Rolling Hills,NA,NA
2020-03-19,Rolling Hills,NA,NA
2020-03-20,Rolling Hills,NA,NA
2020-03-21,Rolling Hills,NA,NA
2020-03-22,Rolling Hills,NA,NA
2020-03-23,Rolling Hills,NA,NA
2020-03-24,Rolling Hills,NA,NA
2020-03-25,Rolling Hills,NA,NA
2020-03-26,Rolling Hills,NA,NA
2020-03-27,Rolling Hills,City of Rolling Hills,0
2020-03-10,Rolling Hills Estates,NA,NA
2020-03-11,Rolling Hills Estates,NA,NA
2020-03-12,Rolling Hills Estates,NA,NA
2020-03-13,Rolling Hills Estates,NA,NA
2020-03-14,Rolling Hills Estates,NA,NA
2020-03-15,Rolling Hills Estates,NA,NA
2020-03-16,Rolling Hills Estates,NA,NA
2020-03-17,Rolling Hills Estates,NA,NA
2020-03-18,Rolling Hills Estates,NA,NA
2020-03-19,Rolling Hills Estates,NA,NA
2020-03-20,Rolling Hills Estates,NA,NA
